"order_detail_id","order_id","product_id","price","quantity"
"130697","36511","779","13000","24"
"130698","36511","942","17000","36"
"130699","36511","519","13000","19"
"130700","36512","3","85000","28"
"130701","36512","732","51000","24"
"130702","36512","732","51000","24"
"130706","36514","41","125000","9"
"130707","36514","524","11000","32"
"130708","36514","41","125000","9"
"130709","36514","524","11000","32"
"130710","36515","837","5000","35"
"130754","36527","296","31000","30"
"130755","36527","296","31000","30"
"130769","36533","876","19000","5"
"130791","36538","152","63000","16"
"130792","36538","482","21000","3"
"130793","36538","119","75000","9"
"130794","36538","482","21000","3"
"130795","36538","119","75000","9"
"130796","36538","429","2000","37"
"130797","36538","634","72000","25"
"130806","36542","65","23000","30"
"130807","36542","1007","62000","15"
"130820","36547","952","98000","12"
"130821","36547","534","12000","4"
"130822","36547","534","12000","4"
"130823","36547","962","37000","7"
"130841","36552","926","5000","35"
"130842","36552","926","5000","35"
"130843","36552","464","91000","14"
"130845","36554","562","10000","30"
"130854","36557","824","6000","3"
"130855","36557","338","11000","38"
"130856","36557","338","11000","38"
"130895","36567","586","95000","40"
"130904","36570","169","133000","16"
"130905","36570","96","149000","4"
"130906","36570","516","28000","10"
"130907","36571","1082","111000","9"
"130908","36571","413","3000","7"
"130909","36571","1082","111000","9"
"130910","36571","413","3000","7"
"130914","36574","830","6000","2"
"130915","36574","830","6000","2"
"130916","36575","961","27000","17"
"130917","36575","961","27000","17"
"130923","36579","449","9000","8"
"130924","36579","805","20000","28"
"130925","36579","247","6000","28"
"130926","36579","805","20000","28"
"130927","36579","247","6000","28"
"130928","36579","550","12000","28"
"130936","36583","383","6000","27"
"130937","36583","383","6000","27"
"130938","36584","604","10000","24"
"130939","36584","1099","51000","8"
"130940","36584","1116","53000","26"
"130941","36584","824","6000","37"
"130942","36584","824","6000","37"
"130943","36584","500","23000","22"
"130944","36584","547","7000","26"
"130961","36589","856","245000","7"
"131068","36618","686","39000","41"
"131080","36622","174","79000","16"
"131081","36622","158","40000","28"
"131082","36622","174","79000","16"
"131083","36622","158","40000","28"
"131084","36622","1088","45000","42"
"131085","36622","294","19000","40"
"131116","36631","347","10000","33"
"131117","36631","597","165000","40"
"131118","36631","597","165000","40"
"131119","36631","501","13000","10"
"131147","36636","14","99000","5"
"131148","36636","1099","51000","20"
"131149","36636","41","125000","25"
"131150","36636","1099","51000","20"
"131151","36636","41","125000","25"
"131152","36636","263","7000","9"
"131153","36636","282","16000","31"
"131154","36637","161","43000","10"
"131155","36637","907","25000","7"
"131156","36637","907","25000","7"
"131157","36637","1101","51000","18"
"131197","36648","687","30000","8"
"131215","36654","1111","49000","23"
"131216","36654","1111","49000","23"
"131217","36654","770","6000","20"
"131236","36660","101","120000","13"
"131237","36660","101","120000","13"
"131238","36660","526","10000","18"
"131255","36664","398","3000","16"
"131256","36664","1111","49000","2"
"131257","36664","1019","36000","20"
"131309","36680","546","20000","14"
"131310","36680","887","60000","4"
"131419","36709","741","38000","2"
"131420","36709","826","4000","37"
"131421","36709","741","38000","2"
"131422","36709","826","4000","37"
"131423","36711","538","14000","37"
"131424","36711","533","14000","16"
"131425","36711","938","17000","33"
"131490","36730","330","5000","24"
"131507","36736","330","5000","13"
"131508","36736","531","11000","37"
"131509","36736","330","5000","13"
"131510","36736","531","11000","37"
"131548","36745","555","11000","16"
"131549","36745","405","22000","5"
"131582","36753","632","130000","13"
"131583","36753","404","20000","36"
"131591","36755","744","8000","27"
"131594","36757","63","23000","38"
"131595","36757","900","100000","7"
"131596","36757","900","100000","7"
"131597","36757","8","100000","18"
"131606","36761","312","2000","9"
"131607","36761","312","2000","9"
"131608","36762","20","60000","10"
"131609","36762","20","60000","10"
"131618","36766","1004","152000","9"
"131619","36766","1004","152000","9"
"131673","36781","330","5000","28"
"131674","36781","98","130000","27"
"131675","36781","330","5000","28"
"131676","36781","98","130000","27"
"131677","36781","146","71000","9"
"131695","36786","452","33000","37"
"131696","36786","60","100000","37"
"131731","36794","178","141000","29"
"131770","36804","669","37000","42"
"131771","36805","954","11000","25"
"131793","36810","372","5000","28"
"131830","36821","612","7000","8"
"131831","36821","710","150000","34"
"131843","36825","594","263000","10"
"131851","36827","436","16000","23"
"131865","36830","890","22000","33"
"131866","36830","772","4000","39"
"131867","36830","63","23000","26"
"131868","36831","807","3000","16"
"131871","36833","249","9000","29"
"131878","36836","1115","25000","22"
"131895","36842","357","4000","17"
"131896","36842","842","23000","9"
"131897","36842","286","9000","26"
"131920","36849","605","29000","25"
"131921","36849","605","29000","25"
"131956","36858","952","98000","27"
"131957","36858","1007","62000","8"
"131958","36858","154","38000","13"
"131959","36858","154","38000","13"
"131965","36860","202","10000","26"
"131983","36864","586","95000","8"
"131984","36864","582","10000","42"
"132023","36873","1140","22000","37"
"132024","36873","753","4000","19"
"132025","36873","1140","22000","37"
"132026","36873","753","4000","19"
"132057","36881","262","7000","18"
"132058","36881","373","19000","23"
"132059","36881","373","19000","23"
"132060","36881","193","10000","38"
"132061","36881","489","11000","18"
"132062","36881","394","3000","6"
"132072","36884","259","4000","9"
"132073","36884","261","10000","26"
"132074","36884","261","10000","26"
"132075","36884","625","51000","6"
"132076","36884","442","16000","5"
"132087","36887","982","37000","4"
"132088","36888","866","25000","23"
"132093","36891","226","4000","42"
"132094","36891","226","4000","42"
"132095","36891","552","93000","12"
"132096","36892","80","99000","39"
"132097","36892","80","99000","39"
"132101","36894","16","110000","15"
"132102","36894","119","75000","17"
"132135","36904","7","120000","3"
"132141","36908","270","6000","1"
"132145","36910","754","4000","36"
"132146","36910","669","37000","8"
"132147","36910","393","4000","38"
"132148","36910","717","230000","41"
"132149","36910","119","75000","17"
"132150","36910","717","230000","41"
"132151","36910","119","75000","17"
"132152","36910","480","22000","28"
"132153","36910","398","3000","7"
"132200","36921","687","30000","26"
"132201","36921","291","21000","18"
"132202","36921","757","17000","12"
"132208","36925","1035","40000","4"
"132209","36928","231","7000","19"
"132210","36928","2","100000","29"
"132211","36928","231","7000","19"
"132212","36928","2","100000","29"
"132213","36928","226","4000","11"
"132214","36928","787","7000","2"
"132227","36931","1014","15000","8"
"132228","36931","1014","15000","8"
"132238","36934","670","35000","14"
"132276","36943","124","141000","33"
"132277","36943","348","3000","38"
"132278","36943","135","139000","16"
"132307","36955","1056","15000","34"
"132401","36979","910","28000","20"
"132402","36979","910","28000","20"
"132403","36979","62","105000","39"
"132501","37005","224","3000","38"
"132514","37010","715","110000","2"
"132515","37010","483","21000","10"
"132516","37011","299","4000","36"
"132521","37013","249","9000","36"
"132522","37013","249","9000","36"
"132529","37015","917","18000","32"
"132530","37015","917","18000","32"
"132531","37015","159","80000","28"
"132546","37019","899","32000","21"
"132564","37025","720","71000","26"
"132590","37032","992","14000","29"
"132591","37032","992","14000","29"
"132592","37032","26","72000","36"
"132593","37033","899","32000","31"
"132594","37033","576","31000","16"
"132595","37034","823","13000","11"
"132596","37034","823","13000","11"
"132623","37041","390","12000","19"
"132659","37051","517","27000","12"
"132660","37051","54","75000","39"
"132661","37051","947","4000","42"
"132662","37051","372","5000","26"
"132663","37051","372","5000","26"
"132664","37051","162","54000","25"
"132665","37051","650","62000","38"
"132669","37053","305","2000","7"
"132670","37053","868","21000","27"
"132671","37053","749","33000","23"
"132682","37058","668","41000","23"
"132739","37077","719","325000","19"
"132740","37077","719","325000","19"
"132785","37090","24","72000","7"
"132789","37093","89","83000","10"
"132790","37093","89","83000","10"
"132791","37093","945","28000","27"
"132831","37103","319","2000","26"
"132832","37103","319","2000","26"
"132849","37108","592","95000","27"
"132893","37116","720","71000","40"
"132894","37116","720","71000","40"
"132960","37140","812","5000","18"
"132961","37141","641","130000","38"
"132962","37141","641","130000","38"
"132969","37144","915","19000","29"
"132995","37154","1031","10000","24"
"132996","37154","70","35000","40"
"132997","37154","1031","10000","24"
"132998","37154","70","35000","40"
"132999","37155","144","51000","6"
"133017","37161","893","68000","32"
"133020","37165","227","5000","28"
"133021","37165","227","5000","28"
"133022","37165","898","32000","35"
"133036","37170","1107","65000","9"
"133037","37170","988","30000","37"
"133038","37170","963","19000","33"
"133047","37177","815","5000","25"
"133048","37177","442","16000","33"
"133049","37177","154","38000","23"
"133050","37177","938","17000","22"
"133054","37179","655","65000","7"
"133055","37179","655","65000","7"
"133059","37182","187","9000","24"
"133060","37183","1051","30000","16"
"133061","37183","767","5000","4"
"133069","37186","686","39000","37"
"133070","37186","686","39000","37"
"133102","37197","974","17000","32"
"133103","37197","974","17000","32"
"133104","37197","460","9000","39"
"133105","37198","273","19000","16"
"133122","37205","170","132000","12"
"133198","37222","895","16000","13"
"133199","37222","895","16000","13"
"133210","37226","185","3000","30"
"133211","37226","185","3000","30"
"133212","37226","960","27000","27"
"133245","37238","660","65000","19"
"133246","37238","213","23000","37"
"133247","37238","213","23000","37"
"133254","37241","970","27000","32"
"133255","37241","970","27000","32"
"133270","37246","993","24000","27"
"133271","37246","1022","23000","33"
"133272","37246","793","5000","13"
"133273","37246","793","5000","13"
"133310","37255","581","11000","29"
"133319","37257","553","33000","10"
"133320","37257","154","38000","12"
"133321","37257","553","33000","10"
"133322","37257","154","38000","12"
"133366","37269","1028","7000","2"
"133367","37269","222","23000","33"
"133368","37269","53","165000","18"
"133392","37274","814","5000","38"
"133393","37274","637","36000","41"
"133394","37274","637","36000","41"
"133395","37274","643","33000","17"
"133396","37274","663","55000","4"
"133438","37285","893","68000","18"
"133439","37285","893","68000","18"
"133469","37291","1076","63000","15"
"133470","37291","545","10000","4"
"133483","37296","529","10000","30"
"133484","37296","529","10000","30"
"133485","37296","354","5000","35"
"133486","37296","544","26000","11"
"133487","37296","1090","45000","12"
"133492","37298","200","7000","37"
"133493","37298","647","30000","25"
"133498","37300","302","7000","27"
"133499","37301","680","22000","19"
"133500","37301","680","22000","19"
"133501","37301","693","60000","28"
"133503","37303","760","15000","21"
"133504","37303","873","13000","35"
"133505","37303","873","13000","35"
"133506","37304","433","10000","2"
"133507","37304","433","10000","2"
"133508","37304","114","130000","39"
"133509","37304","738","33000","2"
"133510","37304","330","5000","11"
"133519","37307","5","99000","7"
"133522","37309","104","75000","29"
"133523","37309","184","3000","28"
"133584","37324","526","10000","2"
"133585","37324","526","10000","2"
"133596","37326","447","8000","26"
"133597","37326","843","6000","34"
"133642","37341","446","13000","14"
"133643","37341","259","4000","35"
"133644","37341","734","40000","4"
"133645","37341","259","4000","35"
"133646","37341","734","40000","4"
"133651","37343","1066","10000","28"
"133652","37343","1066","10000","28"
"133653","37343","289","19000","28"
"133654","37343","739","48000","10"
"133661","37345","849","3000","12"
"133662","37345","849","3000","12"
"133663","37345","647","30000","13"
"133664","37345","1029","7000","2"
"133712","37359","345","3000","33"
"133713","37359","876","19000","24"
"133714","37359","742","19000","37"
"133715","37359","435","15000","34"
"133740","37367","888","61000","27"
"133787","37381","713","58000","11"
"133788","37381","713","58000","11"
"133799","37386","852","6000","38"
"133863","37401","969","15000","22"
"133869","37404","847","8000","33"
"133870","37404","442","16000","11"
"133871","37404","442","16000","11"
"133872","37404","24","72000","1"
"133873","37404","498","8000","10"
"133884","37407","676","39000","15"
"133885","37408","1139","8000","2"
"133919","37421","29","43000","3"
"133920","37421","188","11000","11"
"133924","37424","759","5000","40"
"133925","37424","759","5000","40"
"133926","37424","961","27000","37"
"133927","37424","1035","40000","15"
"133928","37424","836","5000","12"
"133962","37436","860","45000","39"
"133963","37436","755","4000","20"
"133964","37437","173","131000","20"
"133994","37449","144","51000","27"
"133995","37449","185","3000","42"
"133996","37449","762","11000","36"
"134012","37453","304","2000","21"
"134027","37461","828","7000","31"
"134028","37461","939","28000","25"
"134029","37461","603","50000","10"
"134030","37462","665","145000","5"
"134031","37464","162","54000","25"
"134032","37465","262","7000","21"
"134033","37465","849","3000","5"
"134085","37477","91","70000","39"
"134086","37477","73","45000","28"
"134087","37477","73","45000","28"
"134088","37477","815","5000","24"
"134101","37481","594","263000","8"
"134102","37482","1054","36000","32"
"134105","37484","931","44000","27"
"134128","37491","845","7000","27"
"134129","37491","174","79000","14"
"134130","37491","845","7000","27"
"134131","37491","174","79000","14"
"134132","37491","1118","53000","2"
"134155","37498","786","7000","30"
"134180","37505","679","17000","9"
"134181","37505","766","5000","42"
"134182","37505","766","5000","42"
"134183","37505","34","125000","28"
"134184","37505","155","79000","38"
"134210","37513","142","53000","24"
"134211","37513","102","70000","10"
"134212","37513","102","70000","10"
"134236","37518","782","5000","6"
"134237","37518","44","99000","21"
"134238","37518","680","22000","41"
"134239","37519","631","92000","4"
"134240","37519","158","40000","10"
"134303","37534","253","10000","24"
"134304","37534","357","4000","34"
"134305","37534","848","3000","9"
"134306","37534","6","120000","22"
"134329","37542","43","99000","11"
"134330","37542","191","12000","8"
"134352","37548","973","16000","18"
"134353","37549","1143","35000","6"
"134354","37549","64","23000","1"
"134355","37549","160","61000","21"
"134356","37549","860","45000","12"
"134357","37549","64","23000","1"
"134358","37549","160","61000","21"
"134359","37549","860","45000","12"
"134360","37549","719","325000","8"
"134428","37567","711","80000","17"
"134429","37567","707","44000","25"
"134435","37569","239","6000","35"
"134477","37575","716","185000","33"
"134478","37575","716","185000","33"
"134479","37575","640","92000","10"
"134486","37577","995","63000","1"
"134487","37577","729","28000","3"
"134488","37577","764","5000","25"
"134489","37577","764","5000","25"
"134490","37578","201","26000","29"
"134491","37578","201","26000","29"
"134503","37582","51","75000","15"
"134512","37585","529","10000","36"
"134532","37591","505","19000","39"
"134551","37596","680","22000","42"
"134552","37596","342","3000","42"
"134553","37596","1048","59000","16"
"134554","37596","1048","59000","16"
"134555","37596","777","6000","25"
"134556","37596","681","37000","39"
"134592","37604","483","21000","29"
"134593","37604","1041","30000","38"
"134600","37608","184","3000","6"
"134604","37610","790","6000","29"
"134605","37610","790","6000","29"
"134606","37611","848","3000","21"
"134607","37611","848","3000","21"
"134608","37611","332","2000","31"
"134682","37634","332","2000","26"
"134683","37634","332","2000","26"
"134686","37636","552","93000","18"
"134687","37636","427","3000","16"
"134688","37636","552","93000","18"
"134689","37636","427","3000","16"
"134690","37636","229","6000","19"
"134714","37644","71","45000","42"
"134715","37645","61","100000","18"
"134716","37645","165","48000","32"
"134717","37645","165","48000","32"
"134727","37649","1143","35000","13"
"134753","37656","630","30000","9"
"134754","37656","702","100000","15"
"134769","37659","935","46000","14"
"134816","37677","516","28000","22"
"134817","37677","738","33000","33"
"134818","37677","963","19000","13"
"134819","37677","963","19000","13"
"134820","37677","678","43000","30"
"134821","37677","290","8000","19"
"134822","37677","633","92000","37"
"134900","37696","625","51000","6"
"134910","37702","363","2000","36"
"134911","37703","982","37000","26"
"134930","37708","502","19000","2"
"134931","37708","171","131000","31"
"134953","37712","469","8000","21"
"134965","37715","722","34000","23"
"134993","37723","772","4000","8"
"134994","37723","1133","20000","12"
"134995","37723","1133","20000","12"
"135006","37727","943","28000","15"
"135007","37727","943","28000","15"
"135008","37727","934","46000","27"
"135058","37739","40","200000","1"
"135059","37739","810","6000","28"
"135069","37741","465","15000","38"
"135070","37741","205","9000","33"
"135071","37741","294","19000","26"
"135072","37742","999","43000","38"
"135073","37742","999","43000","38"
"135102","37748","259","4000","12"
"135224","37783","24","72000","4"
"135225","37783","302","7000","3"
"135226","37783","314","2000","11"
"135227","37783","23","86000","41"
"135261","37792","838","5000","10"
"135262","37792","838","5000","10"
"135263","37792","685","55000","14"
"135285","37799","622","41000","41"
"135286","37799","622","41000","41"
"135296","37802","478","7000","9"
"135297","37802","364","12000","38"
"135298","37802","542","10000","10"
"135299","37802","295","22000","27"
"135300","37802","1110","36000","31"
"135301","37802","1110","36000","31"
"135302","37802","752","7000","33"
"135315","37806","840","4000","2"
"135316","37806","840","4000","2"
"135317","37806","991","14000","40"
"135318","37806","999","43000","40"
"135409","37831","928","14000","13"
"135410","37831","928","14000","13"
"135421","37834","429","2000","3"
"135422","37834","892","68000","13"
"135443","37839","165","48000","40"
"135444","37839","889","61000","1"
"135451","37843","297","6000","30"
"135452","37843","192","12000","24"
"135453","37843","546","20000","14"
"135454","37844","933","20000","26"
"135455","37844","749","33000","31"
"135456","37844","749","33000","31"
"135457","37844","981","54000","21"
"135471","37850","709","5000","14"
"135484","37856","377","7000","8"
"135485","37856","870","14000","33"
"135570","37881","1092","30000","3"
"135571","37881","187","9000","15"
"135572","37882","293","8000","3"
"135573","37882","609","4000","10"
"135574","37882","848","3000","9"
"135575","37883","380","7000","42"
"135576","37883","1052","50000","27"
"135577","37883","1052","50000","27"
"135595","37888","814","5000","41"
"135647","37901","904","22000","39"
"135675","37908","725","125000","13"
"135676","37908","868","21000","39"
"135691","37912","1080","111000","14"
"135692","37912","449","9000","24"
"135693","37912","11","85000","10"
"135731","37923","160","61000","5"
"135766","37934","610","8000","11"
"135807","37943","722","34000","28"
"135808","37943","90","39000","38"
"135814","37945","141","38000","2"
"135815","37945","141","38000","2"
"135816","37945","1134","20000","36"
"135817","37946","320","4000","25"
"135818","37946","1101","51000","15"
"135819","37946","1042","19000","25"
"135820","37946","1042","19000","25"
"135836","37950","402","8000","3"
"135877","37960","1036","40000","39"
"135878","37960","129","131000","27"
"135911","37969","431","8000","12"
"135912","37969","777","6000","28"
"135913","37970","997","43000","41"
"135929","37975","413","3000","17"
"135940","37978","867","16000","14"
"135941","37978","770","6000","16"
"135942","37978","770","6000","16"
"135943","37978","529","10000","2"
"135956","37982","945","28000","35"
"135957","37982","282","16000","3"
"136018","38000","532","11000","22"
"136019","38000","287","22000","26"
"136020","38000","442","16000","5"
"136080","38015","1092","30000","30"
"136085","38017","267","6000","24"
"136086","38017","267","6000","24"
"136087","38017","70","35000","21"
"136091","38020","1139","8000","3"
"136095","38022","1087","20000","19"
"136096","38022","17","120000","41"
"136097","38022","17","120000","41"
"136098","38022","518","27000","21"
"136099","38022","986","27000","24"
"136107","38025","582","10000","41"
"136108","38025","55","80000","35"
"136124","38031","149","63000","37"
"136125","38031","562","10000","17"
"136168","38042","95","105000","41"
"136169","38042","95","105000","41"
"136170","38043","962","37000","30"
"136222","38054","743","7000","15"
"136223","38054","743","7000","15"
"136224","38055","1101","51000","7"
"136225","38055","799","6000","27"
"136227","38057","10","90000","38"
"136228","38057","586","95000","42"
"136266","38067","1096","67000","8"
"136267","38067","961","27000","32"
"136268","38067","961","27000","32"
"136346","38089","832","6000","1"
"136347","38089","740","38000","9"
"136348","38089","1066","10000","30"
"136349","38089","1066","10000","30"
"136350","38089","451","28000","41"
"136351","38089","645","39000","28"
"136352","38089","17","120000","33"
"136353","38089","269","6000","39"
"136354","38089","50","125000","36"
"136355","38089","38","200000","39"
"136417","38104","474","17000","39"
"136473","38121","1119","35000","4"
"136474","38121","603","50000","25"
"136475","38121","1119","35000","4"
"136476","38121","603","50000","25"
"136481","38123","312","2000","35"
"136485","38126","900","100000","8"
"136504","38131","804","3000","38"
"136537","38140","405","22000","17"
"136538","38140","459","13000","9"
"136552","38144","495","57000","7"
"136553","38144","495","57000","7"
"136554","38144","325","4000","36"
"136560","38147","71","45000","21"
"136564","38149","263","7000","42"
"136565","38149","874","13000","17"
"136572","38152","288","21000","38"
"136573","38152","288","21000","38"
"136577","38155","625","51000","13"
"136581","38157","562","10000","41"
"136591","38160","31","43000","3"
"136592","38160","1130","19000","37"
"136593","38160","750","5000","11"
"136622","38168","451","28000","19"
"136623","38168","451","28000","19"
"136653","38176","408","3000","4"
"136654","38176","14","99000","29"
"136667","38179","983","28000","6"
"136668","38179","351","3000","16"
"136669","38179","351","3000","16"
"136670","38179","321","4000","32"
"136673","38182","824","6000","24"
"136674","38182","505","19000","16"
"136686","38185","18","85000","34"
"136693","38188","34","125000","15"
"136694","38188","377","7000","39"
"136695","38188","931","44000","18"
"136696","38188","696","50000","14"
"136697","38189","440","14000","17"
"136698","38189","102","70000","21"
"136699","38189","440","14000","17"
"136700","38189","102","70000","21"
"136701","38189","361","2000","7"
"136773","38210","139","24000","36"
"136774","38210","869","24000","35"
"136833","38227","861","9000","36"
"136834","38227","861","9000","36"
"136887","38241","460","9000","7"
"136888","38241","460","9000","7"
"136901","38245","20","60000","38"
"136902","38245","20","60000","38"
"136903","38245","363","2000","25"
"136925","38250","771","6000","3"
"136926","38250","470","8000","38"
"136927","38250","762","11000","23"
"136940","38253","531","11000","30"
"136941","38253","412","2000","11"
"136955","38258","736","23000","21"
"136978","38268","31","43000","41"
"136979","38268","122","148000","36"
"136980","38268","122","148000","36"
"137008","38277","1038","11000","16"
"137009","38277","1038","11000","16"
"137010","38277","213","23000","8"
"137018","38281","807","3000","38"
"137019","38282","708","5000","7"
"137020","38282","1037","39000","4"
"137021","38282","988","30000","27"
"137022","38282","839","8000","25"
"137023","38283","798","6000","34"
"137038","38287","709","5000","7"
"137039","38287","31","43000","27"
"137072","38295","723","125000","10"
"137073","38295","723","125000","10"
"137162","38316","32","125000","29"
"137163","38316","32","125000","29"
"137184","38323","845","7000","22"
"137185","38323","845","7000","22"
"137213","38331","592","95000","36"
"137214","38331","467","152000","4"
"137215","38331","262","7000","34"
"137216","38331","101","120000","1"
"137236","38336","304","2000","31"
"137237","38336","421","2000","8"
"137238","38336","304","2000","31"
"137239","38336","421","2000","8"
"137240","38336","606","41000","29"
"137257","38339","418","2000","27"
"137258","38339","750","5000","19"
"137259","38339","408","3000","18"
"137260","38340","603","50000","34"
"137261","38340","1097","68000","39"
"137266","38343","716","185000","7"
"137267","38343","8","100000","29"
"137268","38345","631","92000","16"
"137269","38345","664","140000","17"
"137270","38345","631","92000","16"
"137271","38345","664","140000","17"
"137272","38345","725","125000","42"
"137285","38349","667","68000","6"
"137300","38355","714","105000","31"
"137301","38355","1031","10000","35"
"137302","38356","1024","44000","31"
"137303","38356","184","3000","15"
"137304","38356","470","8000","17"
"137305","38356","1026","20000","21"
"137349","38365","660","65000","32"
"137350","38365","43","99000","32"
"137351","38365","194","30000","2"
"137355","38367","134","147000","33"
"137369","38372","911","2000","14"
"137370","38372","911","2000","14"
"137371","38372","84","44000","2"
"137372","38372","1107","65000","12"
"137389","38378","704","94000","20"
"137402","38381","251","5000","33"
"137403","38381","379","4000","8"
"137404","38381","850","3000","5"
"137438","38391","1000","19000","15"
"137439","38391","910","28000","7"
"137440","38391","433","10000","1"
"137441","38391","433","10000","1"
"137442","38391","343","4000","23"
"137443","38391","967","19000","33"
"137455","38395","265","6000","23"
"137473","38401","1072","10000","32"
"137474","38402","81","47000","24"
"137475","38402","81","47000","24"
"137476","38402","707","44000","33"
"137478","38404","388","6000","3"
"137479","38404","464","91000","7"
"137480","38404","464","91000","7"
"137495","38409","1053","36000","37"
"137504","38412","228","8000","39"
"137505","38412","653","49000","20"
"137512","38414","49","99000","36"
"137558","38423","1001","19000","29"
"137559","38423","1001","19000","29"
"137560","38423","770","6000","3"
"137561","38423","819","6000","41"
"137562","38424","129","131000","26"
"137563","38424","129","131000","26"
"137569","38427","238","6000","25"
"137570","38427","238","6000","25"
"137591","38432","655","65000","36"
"137592","38432","380","7000","4"
"137593","38432","504","16000","10"
"137596","38434","98","130000","24"
"137597","38434","138","24000","22"
"137619","38440","886","22000","22"
"137667","38451","954","11000","35"
"137687","38458","542","10000","20"
"137688","38459","730","26000","26"
"137689","38459","84","44000","36"
"137690","38459","439","7000","7"
"137711","38466","1056","15000","15"
"137712","38466","1056","15000","15"
"137725","38469","969","15000","16"
"137726","38469","969","15000","16"
"137727","38469","919","26000","25"
"137748","38474","1022","23000","4"
"137749","38474","1022","23000","4"
"137756","38476","975","17000","17"
"137757","38476","296","31000","42"
"137758","38476","966","17000","11"
"137791","38487","199","13000","13"
"137792","38487","631","92000","24"
"137793","38487","631","92000","24"
"137794","38487","431","8000","23"
"137801","38489","355","2000","1"
"137802","38489","355","2000","1"
"137803","38489","267","6000","30"
"137809","38491","761","11000","12"
"137810","38491","761","11000","12"
"137826","38496","64","23000","12"
"137827","38497","358","2000","32"
"137828","38497","123","147000","22"
"137829","38497","123","147000","22"
"137853","38504","232","20000","35"
"137854","38505","295","22000","28"
"137855","38505","750","5000","12"
"137884","38514","816","7000","24"
"137885","38514","679","17000","6"
"137886","38514","679","17000","6"
"137887","38514","358","2000","7"
"137907","38522","969","15000","26"
"137908","38522","969","15000","26"
"137909","38522","238","6000","11"
"137914","38524","87","44000","36"
"137915","38524","369","8000","37"
"137984","38547","303","2000","42"
"137990","38549","232","20000","16"
"137991","38549","232","20000","16"
"137992","38549","258","9000","38"
"137993","38549","1097","68000","25"
"138006","38552","925","17000","29"
"138007","38553","1071","26000","6"
"138008","38553","141","38000","29"
"138009","38553","1071","26000","6"
"138010","38553","141","38000","29"
"138113","38581","405","22000","7"
"138114","38581","405","22000","7"
"138116","38583","195","27000","14"
"138129","38587","130","164000","20"
"138136","38589","868","21000","13"
"138137","38589","868","21000","13"
"138138","38589","245","7000","1"
"138177","38601","769","5000","26"
"138178","38601","514","11000","23"
"138179","38601","1020","36000","6"
"138180","38601","514","11000","23"
"138181","38601","1020","36000","6"
"138182","38601","54","75000","17"
"138192","38606","372","5000","13"
"138211","38612","22","72000","25"
"138212","38612","423","5000","9"
"138273","38628","188","11000","34"
"138274","38628","1033","32000","17"
"138275","38628","955","48000","24"
"138276","38628","955","48000","24"
"138282","38631","886","22000","39"
"138283","38631","639","130000","14"
"138299","38637","638","92000","37"
"138341","38650","1111","49000","32"
"138387","38659","1080","111000","9"
"138388","38659","239","6000","7"
"138389","38659","239","6000","7"
"138407","38666","581","11000","8"
"138459","38677","368","8000","13"
"138460","38678","808","3000","32"
"138476","38683","873","13000","6"
"138477","38683","651","41000","35"
"138482","38685","506","11000","29"
"138498","38690","973","16000","13"
"138499","38690","542","10000","1"
"138500","38690","496","57000","13"
"138516","38695","726","125000","24"
"138517","38695","133","150000","27"
"138518","38695","917","18000","3"
"138519","38695","133","150000","27"
"138520","38695","917","18000","3"
"138521","38695","489","11000","25"
"138552","38702","301","6000","42"
"138553","38702","593","139000","10"
"138567","38706","680","22000","5"
"138619","38722","785","6000","31"
"138637","38727","628","56000","5"
"138638","38727","763","11000","38"
"138639","38727","51","75000","4"
"138640","38727","51","75000","4"
"138660","38732","734","40000","38"
"138661","38732","734","40000","38"
"138693","38740","954","11000","7"
"138694","38740","954","11000","7"
"138711","38746","775","6000","42"
"138736","38751","349","3000","32"
"138737","38751","349","3000","32"
"138738","38752","55","80000","9"
"138755","38757","137","150000","34"
"138786","38765","194","30000","26"
"138787","38765","194","30000","26"
"138788","38765","224","3000","41"
"138789","38765","229","6000","1"
"138790","38765","693","60000","11"
"138810","38771","950","4000","20"
"138832","38776","3","85000","20"
"138839","38778","561","15000","7"
"138840","38778","98","130000","17"
"138863","38784","356","4000","26"
"138864","38784","356","4000","26"
"138865","38784","781","5000","28"
"138868","38787","1020","36000","36"
"138888","38791","496","57000","19"
"138889","38791","378","7000","25"
"138890","38791","496","57000","19"
"138891","38791","378","7000","25"
"138892","38791","595","57000","9"
"138893","38791","1052","50000","6"
"138925","38800","784","6000","6"
"138926","38800","162","54000","18"
"138927","38800","638","92000","7"
"138988","38819","912","32000","26"
"138989","38819","912","32000","26"
"139056","38835","52","60000","6"
"139057","38836","855","7000","14"
"139058","38836","855","7000","14"
"139059","38836","752","7000","22"
"139098","38845","998","43000","22"
"139099","38845","455","15000","13"
"139100","38845","454","15000","33"
"139118","38851","316","2000","30"
"139119","38851","1052","50000","26"
"139120","38851","749","33000","8"
"139121","38851","1052","50000","26"
"139122","38851","749","33000","8"
"139123","38851","798","6000","37"
"139124","38851","288","21000","37"
"139186","38866","211","64000","26"
"139233","38877","738","33000","28"
"139234","38877","738","33000","28"
"139237","38879","481","15000","40"
"139250","38882","55","80000","41"
"139251","38882","355","2000","32"
"139260","38885","868","21000","19"
"139261","38885","952","98000","37"
"139262","38885","970","27000","34"
"139263","38885","952","98000","37"
